"","NameScientific","TaxonRank","Origin","Phyla","Class","Order","Family","Genus"
"2557","<i>Cenchrus purpurascens</i> Thunb. (1794)","species","Exotic","Tracheophyta","Magnoliopsida","Poales","Gramineae","Cenchrus"
"2558","<i>Cenchrus purpureus</i> (Schumach.) Morrone in Chemisquy et al., <i>Ann. Bot.</i> 106: 129 (2010)","species","Exotic","Tracheophyta","Magnoliopsida","Poales","Gramineae","Cenchrus"
"2559","<i>Cenchrus setaceus</i> (Forssk.) Morrone in Chemisquy et al., <i>Ann. Bot.</i> 106: 129 (2010)","species","Exotic","Tracheophyta","Magnoliopsida","Poales","Gramineae","Cenchrus"
"2560","<i>Cenia discolor</i> DC. (1838)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Cotula"
"2561","<i>Centaurea</i> L., <i>Sp. Pl.</i> 909 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centaurea"
"2562","<i>Centaurea calcitrapa</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centaurea"
"2563","<i>Centaurea cineraria</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centaurea"
"2564","<i>Centaurea cyanus</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centaurea"
"2565","<i>Centaurea jacea</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centaurea"
"2566","<i>Centaurea maculosa</i> Lam.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centaurea"
"2567","<i>Centaurea melitensis</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centaurea"
"2568","<i>Centaurea montana</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centaurea"
"2569","<i>Centaurea nigra</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centaurea"
"2570","<i>Centaurea picris</i> Pall. ex Willd. (1803)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Acroptilon"
"2571","<i>Centaurea scabiosa</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centaurea"
"2572","<i>Centaurea solstitialis</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centaurea"
"2573","<i>Centaurium</i> Hill, <i>Brit. Herb.</i> 62 (1756)","genus","Exotic","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Centaurium"
"2574","<i>Centaurium erythraea</i> Rafn. (1800)","species","Exotic","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Centaurium"
"2575","<i>Centaurium minus</i> Garsault (1764)","species","","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Centaurium"
"2576","<i>Centaurium tenuiflorum</i> (Hoffmanns. & Link) Fritsch (1907)","species","Exotic","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Centaurium"
"2577","<i>Centaurium umbellatum</i> Gilib. (1781)","species","","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Centaurium"
"2578","<i>Centella</i> L., <i>Sp. Pl. (ed. 2), </i> 1393 (1763)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Centella"
"2579","<i>Centella asiatica</i> (L.) Urb. (1879)","species","Exotic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Centella"
"2580","<i>Centella uniflora</i> (Colenso) Nannf., <i>Svensk Bot. Tidskr.</i> 18: 413 (1924)","species","Non-endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Centella"
"2581","<i>Centipeda</i> Lour., <i>Fl. Cochinch.</i> 492 (1790)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centipeda"
"2582","<i>Centipeda aotearoana</i> N.G.Walsh, <i>Muelleria</i> 15: 55-56, Figs 5b & 8 (2001)","species","Endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centipeda"
"2583","<i>Centipeda cunninghamii</i> (DC.) A.Braun & Asch. (1867)","species","Non-endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centipeda"
"2584","<i>Centipeda elatinoides</i> (Less.) Benth. & Hook. ex O.Hoffm. in Engler & Prantl, <i>Nat. Pflanzenfam.</i> 280 (1892)","species","Non-endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centipeda"
"2585","<i>Centipeda minima</i> (L.) A.Braun & Asch. (1867)","species","Non-endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centipeda"
"2586","<i>Centipeda minima</i> (L.) A.Braun & Asch. (1867) subsp. <i>minima</i>","subsp.","Non-endemic","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centipeda"
"2587","<i>Centipeda minima</i> var. <i>lanuginosa</i> (DC.) Domin, <i>Biblioth. Bot.</i> Heeft 89 (VIII): 1237 (1930)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centipeda"
"2588","<i>Centipeda orbicularis</i> Lour., <i>Fl. Cochinch.</i> 602 (1790)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centipeda"
"2589","<i>Centipeda orbicularis</i> var. <i>lanuginosa</i> (DC.) F.M.Bailey, <i>Queensl. Fl.</i> 869 (1900)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centipeda"
"2590","<i>Centipeda orbicularis</i> var. <i>sternutatoria</i> F.M.Bailey, <i>Queensl. Fl.</i> 860 (1900)","var.","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Centipeda"
"2591","<i>Centranthus</i> DC., <i>Fl. Fran?. (ed. 3), </i> 238 (1805)","genus","Exotic","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Centranthus"
"2592","<i>Centranthus macrosiphon</i> Boiss. (1843)","species","Exotic","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Centranthus"
"2593","<i>Centranthus ruber</i> (L.) DC.","species","Exotic","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Centranthus"
"2594","<i>Centrolepidaceae</i> Endl., <i>Gen. Pl. 2,</i> 119 (1836)","family","","Tracheophyta","Magnoliopsida","Poales","Centrolepidaceae",""
"2595","<i>Centrolepis</i> Labill., <i>Nov. Holl. Pl. 1,</i> 7, t. 1 (1804)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Poales","Centrolepidaceae","Centrolepis"
"2596","<i>Centrolepis ciliata</i> (Hook.f.) Druce, <i>Bot. Soc. Exch. Club Brit. Isles</i> 4 Suppl.: 614 (1917)","species","Endemic","Tracheophyta","Magnoliopsida","Poales","Centrolepidaceae","Centrolepis"
"2597","<i>Centrolepis cuspidigera</i> Rudge, <i>Trans. Linn. Soc. London</i> 10: 283 (1811)","species","","Tracheophyta","Magnoliopsida","Poales","Centrolepidaceae","Centrolepis"
"2598","<i>Centrolepis fascicularis</i> Labill., <i>Nov. Holl. Pl. 1,</i> 7-8. tab 1 (1805)","species","Exotic","Tracheophyta","Magnoliopsida","Poales","Centrolepidaceae","Centrolepis"
"2599","<i>Centrolepis glabra</i> (F.Muell. ex Sond.) Hieron., <i>Abh. Naturf. Ges. Halle</i> 12: 209-210 (1873)","species","Non-endemic","Tracheophyta","Magnoliopsida","Poales","Centrolepidaceae","Centrolepis"
"2600","<i>Centrolepis longifolia</i> (Gaudich.) Kunth, <i>Enum. Pl. 3,</i> 489 (1841)","species","","Tracheophyta","Magnoliopsida","Poales","Centrolepidaceae","Centrolepis"
"2601","<i>Centrolepis minima</i> Kirk, <i>Trans. New Zealand Inst.</i> 23: 441 (1891)","species","","Tracheophyta","Magnoliopsida","Poales","Centrolepidaceae","Centrolepis"
"2602","<i>Centrolepis pallida</i> (Hook.f.) Cheeseman, <i>Man. New Zealand Fl.</i> 757 (1906)","species","Endemic","Tracheophyta","Magnoliopsida","Poales","Centrolepidaceae","Centrolepis"
"2603","<i>Centrolepis platychlamys</i> Reader, <i>Vict. Naturalist</i> 23: 23 (1906)","species","","Tracheophyta","Magnoliopsida","Poales","Centrolepidaceae","Centrolepis"
"2604","<i>Centrolepis strigosa</i> (R.Br.) Roem. & Schult., <i>Syst. Veg. ed. 15, 1,</i> 43 (1817)","species","Non-endemic","Tracheophyta","Magnoliopsida","Poales","Centrolepidaceae","Centrolepis"
"2605","<i>Centrolepis viridis</i> (Kirk) Kirk, <i>Trans. New Zealand Inst.</i> 23: 441 (1891)","species","","Tracheophyta","Magnoliopsida","Poales","Centrolepidaceae","Centrolepis"
"2606","<i>Centrolepis viridis</i> var. <i>ligulata</i> Kirk, <i>Trans. New Zealand Inst.</i> 23: 442 (1891)","var.","","Tracheophyta","Magnoliopsida","Poales","Centrolepidaceae","Centrolepis"
"2607","<i>Centunculus</i> L., <i>Sp. Pl.</i> 116 (1753)","genus","","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia"
"2608","<i>Centunculus minimus</i> L., <i>Sp. Pl.</i> 116 (1753)","species","","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia"
"2609","<i>Ceodes</i> J.R.Forst. & G.Forst., <i>Char. Gen. Pl., ed. 2.</i> 141 (1776)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Ceodes"
"2610","<i>Ceodes brunoniana</i> (Endl.) Skottsb., <i>Acta Horti Gothob.</i> 2: 231 (1926)","species","Non-endemic","Tracheophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Ceodes"
"2611","<i>Cerastium</i> L., <i>Sp. Pl.</i> 437 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2612","<i>Cerastium amblyodontum</i> Colenso, <i>Trans. & Proc. New Zealand Inst.</i> 27: 394 (1894)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2613","<i>Cerastium arvense</i> L., <i>Sp. Pl.</i> 438 (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2614","<i>Cerastium caespitosum</i> Gilib. (1782)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2615","<i>Cerastium fontanum</i> Baumg.","species","Exotic","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2616","<i>Cerastium fontanum</i> subsp. <i>triviale</i> (Link) Jalas (1963)","subsp.","","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2617","<i>Cerastium fontanum</i> subsp. <i>vulgare</i> (Hartm.) Greuter & Burdet, <i>Willdenowia</i> 12: 37 (1982)","subsp.","Exotic","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2618","<i>Cerastium glomeratum</i> Thuill., <i>Fl. Env. Paris, ed. 2,</i> 226 (1799)","species","Exotic","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2619","<i>Cerastium holosteoides</i> Fr. (1976)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2620","<i>Cerastium semidecandrum</i> L., <i>Sp. Pl.</i> 438 (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2621","<i>Cerastium tomentosum</i> L., <i>Sp. Pl.</i> 440 (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2622","<i>Cerastium triviale</i> Link (1821)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2623","<i>Cerastium truncatulum</i> Colenso, <i>Trans. & Proc. New Zealand Inst.</i> 25: 327 (1892 [1893])","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2624","<i>Cerastium viscosum</i> L., <i>Sp. Pl.</i> 437-438 (1753)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2625","<i>Cerastium vulgare</i> Hartm. (1820)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2626","<i>Cerastium vulgatum</i> L. (1755)","species","","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium"
"2627","<i>Cerasus</i> Mill.","genus","","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus"
"2628","<i>Cerasus cerasoides</i> (D.Don) S.Ya.Sokolov (1954)","species","","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus"
"2629","<i>Ceratella rosulata</i> Hook.f., <i>Bot. Antarct. Voy. I. (Fl. Antarct.) Part I,</i> 25, t.18 (1844)","species","","Tracheophyta","Magnoliopsida","Asterales","Compositae","Abrotanella"
"2630","<i>Ceratocephala</i> Moench, <i>Methodus (Moench)</i> 218 (1794)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ceratocephala"
"2631","<i>Ceratocephala pungens</i> Garn.-Jones, <i>New Zealand J. Bot.</i> 22: 135 (1984)","species","Non-endemic","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Ceratocephala"
"2632","<i>Ceratochloa unioloides</i> (Willd.) P.Beauv., <i>Ess. Agrostogr.</i> t. 15, f. 7 (1812)","species","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Bromus"
"2633","<i>Ceratopetalum</i> Sm., <i>Spec. Bot. New Holland</i> 9, t.3 (1793)","genus","Exotic","Tracheophyta","Magnoliopsida","Oxalidales","Cunoniaceae","Ceratopetalum"
"2634","<i>Ceratopetalum gummiferum</i> Sm.","species","Exotic","Tracheophyta","Magnoliopsida","Oxalidales","Cunoniaceae","Ceratopetalum"
"2635","<i>Ceratophyllaceae</i> Gray","family","Exotic","Tracheophyta","Magnoliopsida","Ceratophyllales","Ceratophyllaceae",""
"2636","<i>Ceratophyllales</i> Link","order","Exotic","Tracheophyta","Magnoliopsida","Ceratophyllales","",""
"2637","<i>Ceratophyllum</i> L., <i>Sp. Pl.</i> 992 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Ceratophyllales","Ceratophyllaceae","Ceratophyllum"
"2638","<i>Ceratophyllum demersum</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Ceratophyllales","Ceratophyllaceae","Ceratophyllum"
"2639","<i>Cercis</i> L., <i>Sp. Pl.</i> 374 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Fabales","Leguminosae","Cercis"
"2640","<i>Cercis siliquastrum</i> L. (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Fabales","Leguminosae","Cercis"
"2641","<i>Cercodia</i> Murr. (1780)","genus","","Tracheophyta","Magnoliopsida","Saxifragales","Haloragaceae","Haloragis"
"2642","<i>Cercodia alternifolia</i> A.Cunn., <i>Ann. Nat. Hist.</i> 3: 30 (1839)","species","","Tracheophyta","Magnoliopsida","Saxifragales","Haloragaceae","Haloragis"
"2643","<i>Cercodia erecta</i> Banks ex Murray (1780)","species","","Tracheophyta","Magnoliopsida","Saxifragales","Haloragaceae","Haloragis"
"2644","<i>Cercodia incana</i> A.Cunn., <i>Ann. Nat. Hist.</i> 3: 30 (1839)","species","","Tracheophyta","Magnoliopsida","Saxifragales","Haloragaceae","Gonocarpus"
"2645","<i>Cerinthe</i> L., <i>Sp. Pl.</i> 136-137 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cerinthe"
"2646","<i>Cerinthe aspera</i> Roth","species","","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cerinthe"
"2647","<i>Cerinthe gymnandra</i> Gasp. (1842)","species","","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cerinthe"
"2648","<i>Cerinthe major</i> L., <i>Sp. Pl.</i> 136 (1753)","species","Exotic","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Cerinthe"
"2649","<i>Cestrum</i> L., <i>Sp. Pl.</i> 191 (1753)","genus","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum"
"2650","<i>Cestrum ?cultum</i> Francey (1935)","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum"
"2651","<i>Cestrum aurantiacum</i> Lindl.","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum"
"2652","<i>Cestrum elegans</i> (Brongn.) Schltdl.","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum"
"2653","<i>Cestrum fasciculatum</i> (Schltdl.) Miers","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum"
"2654","<i>Cestrum fasciculatum</i> 'Newellii'","cv","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum"
"2655","<i>Cestrum fasciculatum</i> var. <i>newellii</i> Bailey","var.","","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum"
"2656","<i>Cestrum nocturnum</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum"
"2657","<i>Cestrum parqui</i> L'H?r.","species","Exotic","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Cestrum"
"2658","<i>Chaenomeles</i> Lindl., <i>Trans. Linn. Soc. London</i> 13: 97 (1827)","genus","Exotic","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Chaenomeles"
"2659","<i>Chaenomeles sinensis</i> (Thouin) Koehne (1890)","species","","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Pseudocydonia"
"2660","<i>Chaenomeles speciosa</i> (Sweet) Nakai","species","Exotic","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Chaenomeles"
"2661","<i>Chaenorhinum</i> (DC.) Rchb., <i>Consp. Regn. Veg. [H.G.L.Reichenbach]</i> 123 (1828)","genus","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Chaenorhinum"
"2662","<i>Chaenorhinum minus</i> (L.) Lange","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Chaenorhinum"
"2663","<i>Chaenorhinum origanifolium</i> (L.) Fourr.","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Chaenorhinum"
"2664","<i>Chaenostoma</i> Benth. (1836)","genus","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Chaenostoma"
"2665","<i>Chaenostoma cordatum</i> (Thunb.) Benth. (1836)","species","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Chaenostoma"
"2666","<i>Chaenostoma cordatum</i> 'Blue Showers'","cv","Exotic","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Chaenostoma"
"2667","<i>Chaerophyllum</i> L., <i>Sp. Pl.</i> 258-259 (1753)","genus","Non-endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Chaerophyllum"
"2668","<i>Chaerophyllum basicola</i> (Heenan & Molloy) K.F.Chung, <i>Syst. Bot.</i> 32 (2007)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Chaerophyllum"
"2669","<i>Chaerophyllum colensoi</i> (Hook.f.) K.F.Chung, <i>Syst. Bot.</i> 32: 678 (2007)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Chaerophyllum"
"2670","<i>Chaerophyllum colensoi</i> (Hook.f.) K.F.Chung, <i>Syst. Bot.</i> 32: 678 (2007) var. <i>colensoi</i>","var.","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Chaerophyllum"
"2671","<i>Chaerophyllum colensoi</i> var. <i>delicatulum</i> (Allan) K.F.Chung, <i>Syst. Bot.</i> 32: 678 (2007)","var.","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Chaerophyllum"
"2672","<i>Chaerophyllum colensoi</i> var. <i>hispidum</i> (Allan) K.F.Chung, <i>Syst. Bot.</i> 32: 678 (2007)","var.","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Chaerophyllum"
"2673","<i>Chaerophyllum colensoi</i> var. <i>multifidum</i> (Allan) K.F.Chung, <i>Syst. Bot.</i> 32: 678 (2007)","var.","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Chaerophyllum"
"2674","<i>Chaerophyllum novae-zelandiae</i> K.F.Chung, <i>Syst. Bot.</i> 32: 679 (2007)","species","Endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Chaerophyllum"
"2675","<i>Chaerophyllum ramosum</i> (Hook.f.) K.F.Chung, <i>Syst. Bot.</i> 32: 679 (2007)","species","Non-endemic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Chaerophyllum"
"2676","<i>Chaerophyllum temulum</i> L.","species","Exotic","Tracheophyta","Magnoliopsida","Apiales","Umbelliferae","Chaerophyllum"
"2677","<i>Chaetochloa</i> Scribn. (1897)","genus","","Tracheophyta","Magnoliopsida","Poales","Gramineae","Setaria"
"2678","<i>Chaetospora axillaris</i> R.Br., <i>Prodr. Fl. Nov. Holland.</i> 233 (1810)","species","","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Schoenus"
"2679","<i>Chaetospora capillacea</i> Hook.f., <i>Bot. Antarct. Voy. III. (Fl. Tasman.) Part II,</i> 81, t.141A (1858)","species","","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Tetraria"
"2680","<i>Chaetospora capillaris</i> F.Muell. (1875)","species","","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Tetraria"
"2681","<i>Chaetospora concinna</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 274, t.62 B (1853)","species","","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Schoenus"
"2682","<i>Chaetospora imberis</i> R.Br., <i>Prodr. Fl. Nov. Holland.</i> 233 (1810)","species","","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Schoenus"
"2683","<i>Chaetospora nitens</i> R.Br., <i>Prodr. Fl. Nov. Holland.</i> 233 (1810)","species","","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Schoenus"
"2684","<i>Chaetospora pauciflora</i> Hook.f., <i>Bot. Antarct. Voy. II. (Fl. Nov.-Zel.) Part I,</i> 273 (1853)","species","","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Schoenus"
