famille,nom_taxon,Genre,synonyme,remarque
Myrtaceae Juss.,"Eugenia pouemboutii J.W.Dawson, ined.",Eugenia, ,"Nouveauté très douteuse mentionnée par J. Dawson (comm. pers. JK. Munzinger, 29.iii.2009)"
Myrtaceae Juss.,"Eugenia povilaensis J.W.Dawson, ined.",Eugenia, ,"Nouveauté mentionnée par J. Dawson (comm. pers. JK. Munzinger, 29.iii.2009)"
Myrtaceae Juss.,Eugenia pterocarpa (Vieill. ex Pancher & Sebert) Baill.,Eugenia,Caryophyllus pterocarpus Vieill. ex Pancher & Sebert,comb. inval. (association genre espèce non établie) [voir si elle n'aurait pas été validement publiée ultérieurement]
Myrtaceae Juss.,Eugenia sarasinii Guillaumin,Eugenia, ,
Myrtaceae Juss.,Eugenia sicifolia J.W.Dawson & N.Snow,Eugenia, ,"Snow, N., Dawson, J. W., Callmander, M. W., Gandhi, K., & Munzinger, J. (2016) Candollea 71, 67-81."
Myrtaceae Juss.,Eugenia stricta Pancher ex Brongn. & Gris,Eugenia,Eugenia gyrosepala Baker f.,
Myrtaceae Juss.,Eugenia styphelioides (Schltr.) J.W.Dawson & N.Snow,Eugenia,Myrtus styphelioides Schltr.,"Snow, N., Dawson, J. W., Callmander, M. W., Gandhi, K., & Munzinger, J. (2016) Candollea 71, 67-81."
Myrtaceae Juss.,Eugenia styphelioides (Schltr.) J.W.Dawson & N.Snow,Eugenia,Austromyrtus styphelioides (Schltr.) Burret,"Snow, N., Dawson, J. W., Callmander, M. W., Gandhi, K., & Munzinger, J. (2016) Candollea 71, 67-81."
Myrtaceae Juss.,"Eugenia taomensis J.W.Dawson, ined.",Eugenia, ,"Nouveauté mentionnée par J. Dawson (comm. pers. JK. Munzinger, 29.iii.2009)"
Myrtaceae Juss.,Eugenia tchambaensis J.W.Dawson & N.Snow,Eugenia, ,"Snow, N., Dawson, J. W., Callmander, M. W., Gandhi, K., & Munzinger, J. (2016) Candollea 71, 67-81."
Myrtaceae Juss.,Eugenia tiwakaensis J.W.Dawson & N.Snow,Eugenia, ,"In Snow et al. Candollea 71(1): 76, figs. 1, 6. 2016"
Myrtaceae Juss.,Eugenia veillonii N.Snow & Callm.,Eugenia,Calycorectes rubiginosus (Brongn. & Gris) Guillaumin,Nom nouveau in Snow & al. 2016 Candollea car existe Eugenia rubiginosa Cambess.
Myrtaceae Juss.,Eugenia veillonii N.Snow & Callm.,Eugenia,Stereocaryum rubiginosum (Brongn. & Gris) Burret,Nom nouveau in Snow & al. 2016 Candollea car existe Eugenia rubiginosa Cambess.
Myrtaceae Juss.,Eugenia veillonii N.Snow & Callm.,Eugenia,Spermolepis rubiginosa Brongn. & Gris,Nom nouveau in Snow & al. 2016 Candollea car existe Eugenia rubiginosa Cambess.
Myrtaceae Juss.,Eugenia veillonii N.Snow & Callm.,Eugenia,Fremya lucens Bureau ex Guillaumin,Nom nouveau in Snow & al. 2016 Candollea car existe Eugenia rubiginosa Cambess.
Myrtaceae Juss.,Eugenia veillonii N.Snow & Callm.,Eugenia,Schizocalyx neocaledonica Brongn. & Gris,Nom nouveau in Snow & al. 2016 Candollea car existe Eugenia rubiginosa Cambess.
Myrtaceae Juss.,Eugenia virotii Guillaumin,Eugenia, ,
Myrtaceae Juss.,Gossia angustifolia N.Snow,Gossia, ,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia aphthosa (Vieill. ex Brongn. & Gris) N.Snow subsp. aphthosa,Gossia,Gossia aphthosa (Brongn. & Gris) N.Snow,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia aphthosa subsp. austro-orientalis N.Snow & K.Gandhi,Gossia, ,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia aphthosa subsp. longipedunculata N.Snow & Munzinger,Gossia,"Gossia grandiflora N.Snow, ined.","Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia bourailensis N.Snow,Gossia, ,In Snow 2020 but doubtful taxa (conspecific with diversifolia?)
Myrtaceae Juss.,Gossia clusioides (Brongn. & Gris) N.Snow subsp. clusioides,Gossia,Austromyrtus clusioides (Brongn. & Gris) Burret,
Myrtaceae Juss.,Gossia clusioides (Brongn. & Gris) N.Snow subsp. clusioides,Gossia,Eugenia clusioides Brongn. & Gris,
Myrtaceae Juss.,Gossia clusioides subsp. avanguiensis N.Snow,Gossia, ,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia clusioides subsp. bleuensis N.Snow,Gossia, ,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia clusioides subsp. callmanderiana N.Snow,Gossia, ,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia clusioides subsp. maoyana N.Snow,Gossia,"Gossia clusioides var. orientalis N.Snow, ined.","Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia clusioides subsp. ploumensis (Däniker) N.Snow,Gossia,Austromyrtus ploumensis (Däniker) Burret,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia clusioides subsp. ploumensis (Däniker) N.Snow,Gossia,"Gossia clusioides var. grandibullata N.Snow, ined.","Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia clusioides subsp. ploumensis (Däniker) N.Snow,Gossia,Eugenia ploumensis Däniker,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia clusioides subsp. rembaiensis N.Snow,Gossia, ,
Myrtaceae Juss.,Gossia clusioides subsp. taomensis N.Snow,Gossia, ,
Myrtaceae Juss.,Gossia clusioides subsp. tiebaghiensis N.Snow,Gossia, ,
Myrtaceae Juss.,Gossia colnettiana (Guillaumin) N.Snow,Gossia,Eugenia colnettiana Guillaumin,
Myrtaceae Juss.,Gossia conduplicata N.Snow,Gossia, ,In Snow 2020 but doubtful taxa (conspecific with diversifolia?)
Myrtaceae Juss.,Gossia conspicua (Vieill. ex Guillaumin) N.Snow,Gossia,Myrtus conspicua Vieill. ex Guillaumin,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia conspicua (Vieill. ex Guillaumin) N.Snow,Gossia,Gossia alaternoides var. conspicua (Vieill. ex Guillaumin) N.Snow,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia conspicua (Vieill. ex Guillaumin) N.Snow,Gossia,Austromyrtus conspicua (Vieill. ex Guillaumin) Burret,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia diversifolia (Brongn. & Gris) N.Snow,Gossia,Austromyrtus diversifolia (Brongn. & Gris) Burret,
Myrtaceae Juss.,Gossia diversifolia (Brongn. & Gris) N.Snow,Gossia,Eugenia diversifolia Brongn. & Gris,
Myrtaceae Juss.,Gossia kaalaensis N.Snow,Gossia, ,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia katepahiensis N.Snow,Gossia, ,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia kuakuensis (Baker f.) N.Snow,Gossia,Psidium kuakuense Baker f.,
Myrtaceae Juss.,Gossia kuakuensis (Baker f.) N.Snow,Gossia,Eugenia cataractarum Guillaumin,
Myrtaceae Juss.,Gossia kuakuensis (Baker f.) N.Snow,Gossia,Austromyrtus kuakuensis (Baker f.) Burret,
Myrtaceae Juss.,Gossia kuakuensis (Baker f.) N.Snow,Gossia,Austromyrtus cataractarum (Guillaumin) Burret,
Myrtaceae Juss.,Gossia mandjeliaensis N.Snow,Gossia, ,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia ngaensis N.Snow,Gossia, ,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia nigripes (Guillaumin) N.Snow,Gossia,Austromyrtus nigripes (Guillaumin) Burret,
Myrtaceae Juss.,Gossia nigripes (Guillaumin) N.Snow,Gossia,Myrtus nigripes Guillaumin,
Myrtaceae Juss.,Gossia ouazangouensis N.Snow,Gossia, ,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 166."
Myrtaceae Juss.,Gossia pancheri (Brongn. & Gris) N.Snow,Gossia,Eugenia pancheri Brongn. & Gris,
Myrtaceae Juss.,Gossia pancheri (Brongn. & Gris) N.Snow,Gossia,Austromyrtus luteoviridis (Baker f.) Burret,
Myrtaceae Juss.,Gossia pancheri (Brongn. & Gris) N.Snow,Gossia,Eugenia angustibracteolata Baker f.,
Myrtaceae Juss.,Gossia pancheri (Brongn. & Gris) N.Snow,Gossia,Myrtus luteoviridis Baker f.,
Myrtaceae Juss.,Gossia pancheri (Brongn. & Gris) N.Snow,Gossia,Austromyrtus pancheri (Brongn. & Gris) Burret,
Myrtaceae Juss.,Gossia ramiflora N.Snow,Gossia, ,"Snow, N., A revision of New Caledonian Gossia N. Snow & Guymer (Myrtaceae). Adansonia sér. 2, 2020. 42(7): p. 131-177."
Myrtaceae Juss.,Gossia vieillardii (Brongn. & Gris) N.Snow,Gossia,Eugenia vieillardii Brongn. & Gris,"Présent également au Vanuatu : Snow, N. & Veldkamp, J.F. (2010) Miscellaneous taxonomic and nomenclatural notes for Myrtaceae. Austrobaileya, 8, 177-186."
Myrtaceae Juss.,Gossia vieillardii (Brongn. & Gris) N.Snow,Gossia,Austromyrtus prolixa (Baker f.) Burret,"Présent également au Vanuatu : Snow, N. & Veldkamp, J.F. (2010) Miscellaneous taxonomic and nomenclatural notes for Myrtaceae. Austrobaileya, 8, 177-186."
Myrtaceae Juss.,Gossia vieillardii (Brongn. & Gris) N.Snow,Gossia,Myrtus prolixa Baker f.,"Présent également au Vanuatu : Snow, N. & Veldkamp, J.F. (2010) Miscellaneous taxonomic and nomenclatural notes for Myrtaceae. Austrobaileya, 8, 177-186."
Myrtaceae Juss.,Gossia vieillardii (Brongn. & Gris) N.Snow,Gossia,Myrtus aneityensis Guillaumin,"Présent également au Vanuatu : Snow, N. & Veldkamp, J.F. (2010) Miscellaneous taxonomic and nomenclatural notes for Myrtaceae. Austrobaileya, 8, 177-186."
Myrtaceae Juss.,Gossia vieillardii (Brongn. & Gris) N.Snow,Gossia,Austromyrtus vieillardii (Brongn. & Gris) Burret,"Présent également au Vanuatu : Snow, N. & Veldkamp, J.F. (2010) Miscellaneous taxonomic and nomenclatural notes for Myrtaceae. Austrobaileya, 8, 177-186."
Myrtaceae Juss.,Gossia vieillardii (Brongn. & Gris) N.Snow,Gossia,Austromyrtus aneityensis (Guillaumin) Burret,"Présent également au Vanuatu : Snow, N. & Veldkamp, J.F. (2010) Miscellaneous taxonomic and nomenclatural notes for Myrtaceae. Austrobaileya, 8, 177-186."
Myrtaceae Juss.,Gossia virotii (Guillaumin) N.Snow,Gossia,Myrtus virotii Guillaumin,
Myrtaceae Juss.,Kanakomyrtus dawsoniana N.Snow,Kanakomyrtus, ,
Myrtaceae Juss.,Kanakomyrtus longipetiolata N.Snow,Kanakomyrtus, ,
Myrtaceae Juss.,Kanakomyrtus mcphersonii N.Snow,Kanakomyrtus, ,
Myrtaceae Juss.,Kanakomyrtus myrtopsidoides Guillaumin ex N.Snow,Kanakomyrtus,"Eugenia myrtopsidoides Guillaumin, nom. inval.","« basionyme » : Eugenia myrtopsidoides Guillaumin, nom. inval. car citation de plusieurs récoltes comme « type » => Kanakomyrtus myrtopsidoides Guillaumin ex N.Snow"
Myrtaceae Juss.,Kanakomyrtus prominens N.Snow,Kanakomyrtus, ,
Myrtaceae Juss.,Kanakomyrtus revoluta N.Snow,Kanakomyrtus, ,
Myrtaceae Juss.,Melaleuca brevisepala (J.W.Dawson) Craven & J.W.Dawson,Melaleuca,Callistemon brevisepalus J.W.Dawson,
Myrtaceae Juss.,Melaleuca brongniartii Däniker,Melaleuca,Melaleuca pugens Brongn. & Gris,
Myrtaceae Juss.,Melaleuca buseana (Guillaumin) Craven & J.W.Dawson,Melaleuca,Callistemon buseanum Guillaumin,
Myrtaceae Juss.,Melaleuca buseana (Guillaumin) Craven & J.W.Dawson,Melaleuca,Callistemon buseanum var. longifolium Guillaumin,
Myrtaceae Juss.,Melaleuca dawsonii Craven,Melaleuca,Callistemon suberosus Pancher ex Brongn. & Gris,
Myrtaceae Juss.,Melaleuca gnidioides Brongn. & Gris,Melaleuca,Melaleuca bonatiana Schltr.,
Myrtaceae Juss.,Melaleuca gnidioides Brongn. & Gris,Melaleuca,Melaleuca acicularis Brongn. & Gris ex Guillaumin,
Myrtaceae Juss.,Melaleuca pancheri (Brongn. & Gris) Craven & J.W.Dawson,Melaleuca,Callistemon pancheri Brongn. & Gris,
Myrtaceae Juss.,Melaleuca pancheri (Brongn. & Gris) Craven & J.W.Dawson,Melaleuca,Callistemon suberosus var. microphyllum Guillaumin,
Myrtaceae Juss.,Melaleuca quinquenervia (Cav.) S.T.Blake,Melaleuca,Melaleuca rubriflora Vieill. ex Brongn. & Gris,
Myrtaceae Juss.,Melaleuca quinquenervia (Cav.) S.T.Blake,Melaleuca,Melaleuca leucadendron var. rubriflora (Brongn. & Gris) Guillaumin,
Myrtaceae Juss.,Melaleuca quinquenervia (Cav.) S.T.Blake,Melaleuca,Melaleuca viridiflora var. rubiflora Brongn. & Gris,
Myrtaceae Juss.,Melaleuca quinquenervia (Cav.) S.T.Blake,Melaleuca,Melaleuca viridiflora var. angustiflora (L.f.) Byrnes,
Myrtaceae Juss.,Melaleuca quinquenervia (Cav.) S.T.Blake,Melaleuca,Metrosideros quinquenervia Cav.,
Myrtaceae Juss.,Melaleuca quinquenervia (Cav.) S.T.Blake,Melaleuca,Melaleuca leucadendron var. angustifolia L.f.,
Myrtaceae Juss.,Melaleuca quinquenervia (Cav.) S.T.Blake,Melaleuca,Metrosideros coriacea Poir.,
Myrtaceae Juss.,Melaleuca quinquenervia (Cav.) S.T.Blake,Melaleuca,Melaleuca leucadendron var. nana Brongn. & Gris ex Guillaumin,
Myrtaceae Juss.,Melaleuca sphaerodendra Craven & J.W.Dawson var. sphaerodendra,Melaleuca,Callistemon gnidioides var. gnidioides Guillaumin,
Myrtaceae Juss.,Melaleuca sphaerodendra var. microphylla (Virot) Craven & J.W.Dawson,Melaleuca,Callistemon gnidioides var. microphyllus Virot,
Myrtaceae Juss.,Metrosideros brevistylis J.W.Dawson,Metrosideros, ,
Myrtaceae Juss.,Metrosideros cacuminum J.W.Dawson,Metrosideros, ,
Myrtaceae Juss.,Metrosideros cherrieri J.W.Dawson,Metrosideros, ,
Myrtaceae Juss.,Metrosideros dolichandra Schltr. ex Guillaumin,Metrosideros, ,
Myrtaceae Juss.,Metrosideros elegans (Montrouz.) Beauvis.,Metrosideros,Metrosideros laurifolia var. minor Brongn. & Gris,
Myrtaceae Juss.,Metrosideros elegans (Montrouz.) Beauvis.,Metrosideros,Carpolepis elegans (Montrouz.) J.W.Dawson,
Myrtaceae Juss.,Metrosideros elegans (Montrouz.) Beauvis.,Metrosideros,Ballardia elegans Montrouz.,
Myrtaceae Juss.,Metrosideros engleriana Schltr.,Metrosideros, ,
Myrtaceae Juss.,Metrosideros humboldtiana Guillaumin,Metrosideros, ,
Myrtaceae Juss.,Metrosideros laurifolia Brongn. & Gris,Metrosideros,Metrosideros demonstrans Tison,Pillon 2018 Phytotaxa 347 (2): 197–200
Myrtaceae Juss.,Metrosideros laurifolia Brongn. & Gris,Metrosideros,Metrosideros laurifolia var. demonstrans (Tison) Pillon,Pillon 2018 Phytotaxa 347 (2): 197–200
Myrtaceae Juss.,Metrosideros laurifolia Brongn. & Gris,Metrosideros,Carpolepis laurifolia var. laurifolia (Brongn. & Gris) J.W.Dawson,Pillon 2018 Phytotaxa 347 (2): 197–200
Myrtaceae Juss.,Metrosideros laurifolia Brongn. & Gris,Metrosideros,Carpolepis laurifolia var. demonstrans (Tison) J.W.Dawson,Pillon 2018 Phytotaxa 347 (2): 197–200
Myrtaceae Juss.,Metrosideros laurifolia Brongn. & Gris,Metrosideros,Metrosideros laurifolia var. laurifolia Brongn. & Gris,Pillon 2018 Phytotaxa 347 (2): 197–200
Myrtaceae Juss.,Metrosideros laurifolia Brongn. & Gris,Metrosideros,Carpolepis laurifolia J.W. Dawson,Pillon 2018 Phytotaxa 347 (2): 197–200
Myrtaceae Juss.,Metrosideros longipetiolata J.W.Dawson,Metrosideros, ,
Myrtaceae Juss.,Metrosideros microphylla (Schltr.) J.W.Dawson,Metrosideros,Metrosideros balansae Brongn. & Gris ex Guillaumin,
Myrtaceae Juss.,Metrosideros microphylla (Schltr.) J.W.Dawson,Metrosideros,Metrosideros engleriana var. microphylla Schltr.,
Myrtaceae Juss.,Metrosideros nitida Brongn. & Gris,Metrosideros, ,
Myrtaceae Juss.,Metrosideros operculata Labill. var. operculata,Metrosideros,Metrosideros operculata var. longifolia Brongn. & Gris,
Myrtaceae Juss.,Metrosideros operculata Labill. var. operculata,Metrosideros,Metrosideros operculata var. myrtifolia Brongn. & Gris,
Myrtaceae Juss.,Metrosideros operculata var. francii J.W.Dawson,Metrosideros,Metrosideros francii Schltr. ex Guillaumin,
Myrtaceae Juss.,Metrosideros oreomyrtus Däniker,Metrosideros, ,
Myrtaceae Juss.,Metrosideros paniensis J.W.Dawson,Metrosideros, ,
Myrtaceae Juss.,Metrosideros patens J.W.Dawson,Metrosideros, ,
Myrtaceae Juss.,Metrosideros porphyrea Schltr.,Metrosideros,Mearnsia porphyrea (Schltr.) Diels,
Myrtaceae Juss.,Metrosideros porphyrea Schltr.,Metrosideros,Metrosideros porphyrea var. lucia Bonati & Petitm.,
Myrtaceae Juss.,Metrosideros punctata J.W.Dawson,Metrosideros, ,
Myrtaceae Juss.,Metrosideros rotundifolia J.W.Dawson,Metrosideros, ,
Myrtaceae Juss.,Metrosideros tardiflora (J.W.Dawson) Pillon,Metrosideros,Carpolepis tardiflora J.W.Dawson,
Myrtaceae Juss.,Metrosideros tetrasticha Guillaumin,Metrosideros, ,
Myrtaceae Juss.,Metrosideros whitakeri J.W.Dawson,Metrosideros, ,
Myrtaceae Juss.,Myrtastrum rufopunctatum (Pancher ex Brongn. & Gris) Burret,Myrtastrum,Myrtus rufopunctata Pancher ex Brongn. & Gris,
Myrtaceae Juss.,Myrtus englerianus Schltr.,Myrtus, ,"Unresolved name : Bot. Jahrb. Syst. 40(3, Beibl. 92): 31 (1908). Type: Franc 212a (not fond in P nor B)"
Myrtaceae Juss.,Pleurocalyptus austrocaledonicus (Guillaumin) J.W.Dawson,Pleurocalyptus,Fremya austrocaledonica Vieill. ex Guillaumin,
Myrtaceae Juss.,Pleurocalyptus austrocaledonicus (Guillaumin) J.W.Dawson,Pleurocalyptus,Xanthostemon austrocaledonicus Guillaumin,
Myrtaceae Juss.,Pleurocalyptus pancheri (Brongn. & Gris) J.W.Dawson,Pleurocalyptus,Metrosideros pleurocalyptus Baill.,
Myrtaceae Juss.,Pleurocalyptus pancheri (Brongn. & Gris) J.W.Dawson,Pleurocalyptus,Xanthostemon farinosum Bureau ex Guillaumin,
Myrtaceae Juss.,Pleurocalyptus pancheri (Brongn. & Gris) J.W.Dawson,Pleurocalyptus,Xanthostemon pancheri (Brongn. & Gris) Schltr.,
Myrtaceae Juss.,Pleurocalyptus pancheri (Brongn. & Gris) J.W.Dawson,Pleurocalyptus,Fremya pancheri Brongn. & Gris,
Myrtaceae Juss.,Pleurocalyptus pancheri (Brongn. & Gris) J.W.Dawson,Pleurocalyptus,Pleurocalyptus deplanchei Brongn. & Gris,
Myrtaceae Juss.,Pleurocalyptus pancheri (Brongn. & Gris) J.W.Dawson,Pleurocalyptus,Salisia rugosa Pancher ex Brongn. & Gris,
